Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM
csk-wtcat_apo_seed-1390232_sample-1_model,csk-wtcat_apo/seed-1390232_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.58,72.58,14.08,,,6.43,13.59,2.74,,,,,3.47,8.14,7.36,9.82,3.71,8.09,4.75,3.28,3.69,3.54,N/A,0.93
csk-wtcat_apo_seed-1390232_sample-2_model,csk-wtcat_apo/seed-1390232_sample-2,model.cif,A,CSK-WT,Inactive (BLBminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLBminus,NTin,CTin,56.67,56.99,14.91,,,6.37,13.9,3.5,,,,,3.57,8.06,7.34,9.97,4.04,7.95,4.58,3.31,3.66,3.55,N/A,0.92
csk-wtcat_apo_seed-1390232_sample-3_model,csk-wtcat_apo/seed-1390232_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.9,71.03,14.38,,,6.44,13.82,3.19,,,,,3.49,8.09,7.29,9.93,4.09,8.18,4.53,3.28,4.62,3.55,N/A,0.93
csk-wtcat_apo_seed-1390232_sample-4_model,csk-wtcat_apo/seed-1390232_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.52,74.24,14.16,,,6.38,13.77,2.69,,,,,3.46,8.06,7.31,9.8,3.71,8.05,4.6,3.28,3.69,3.54,N/A,0.93
csk-wtcat_apo_seed-1537969_sample-0_model,csk-wtcat_apo/seed-1537969_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.93,71.54,13.92,,,6.38,13.56,2.79,,,,,3.44,8.07,7.28,9.76,3.7,8.02,4.58,3.21,4.92,3.53,N/A,0.93
csk-wtcat_apo_seed-1537969_sample-1_model,csk-wtcat_apo/seed-1537969_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.6,73.54,14.05,,,6.39,13.46,2.75,,,,,3.45,8.1,7.38,9.79,3.76,8.03,5.02,3.34,3.57,3.51,N/A,0.93
csk-wtcat_apo_seed-1537969_sample-2_model,csk-wtcat_apo/seed-1537969_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.56,75.4,14.0,,,6.42,13.69,2.72,,,,,3.46,8.08,7.36,9.76,3.68,8.03,4.93,3.3,4.84,3.54,N/A,0.93
csk-wtcat_apo_seed-1537969_sample-3_model,csk-wtcat_apo/seed-1537969_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.62,74.56,13.93,,,6.4,13.58,2.7,,,,,3.44,8.12,7.32,9.79,3.78,8.1,4.61,3.24,4.87,3.56,N/A,0.93
csk-wtcat_apo_seed-1537969_sample-4_model,csk-wtcat_apo/seed-1537969_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.2,74.29,13.94,,,6.44,13.59,2.77,,,,,3.44,8.05,7.29,9.85,3.74,8.1,4.5,3.2,3.53,3.52,N/A,0.93
csk-wtcat_apo_seed-1549447_sample-0_model,csk-wtcat_apo/seed-1549447_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.61,72.57,14.2,,,6.44,13.54,2.72,,,,,3.54,8.06,7.34,9.8,3.75,8.09,4.59,3.21,3.49,3.51,N/A,0.93
csk-wtcat_apo_seed-1549447_sample-1_model,csk-wtcat_apo/seed-1549447_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.34,74.09,14.4,,,6.41,13.67,2.7,,,,,3.5,8.07,7.36,9.78,3.71,8.06,4.97,3.27,3.47,3.52,N/A,0.93
csk-wtcat_apo_seed-1549447_sample-2_model,csk-wtcat_apo/seed-1549447_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.11,73.42,14.24,,,6.42,13.79,2.73,,,,,3.5,8.06,7.34,9.81,3.7,8.11,4.62,3.23,3.45,3.5,N/A,0.93
csk-wtcat_apo_seed-1549447_sample-3_model,csk-wtcat_apo/seed-1549447_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.99,71.63,13.96,,,6.44,13.59,2.77,,,,,3.49,8.12,7.3,9.8,3.72,8.14,4.59,3.21,4.92,3.5,N/A,0.93
csk-wtcat_apo_seed-1549447_sample-4_model,csk-wtcat_apo/seed-1549447_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.58,67.95,14.04,,,6.45,13.68,2.72,,,,,3.47,8.12,7.37,9.81,3.7,8.06,5.01,3.28,3.45,3.51,N/A,0.93
csk-wtcat_apo_seed-1583322_sample-0_model,csk-wtcat_apo/seed-1583322_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.85,73.12,14.21,,,6.42,13.56,2.82,,,,,3.49,8.08,7.26,9.81,3.72,8.01,4.53,3.2,4.23,3.53,N/A,0.93
csk-wtcat_apo_seed-1583322_sample-1_model,csk-wtcat_apo/seed-1583322_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.69,73.23,14.17,,,6.37,13.66,2.74,,,,,3.45,8.09,7.29,9.81,3.78,8.04,4.59,3.24,5.0,3.53,N/A,0.93
csk-wtcat_apo_seed-1583322_sample-2_model,csk-wtcat_apo/seed-1583322_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.39,68.15,14.24,,,6.45,13.75,2.82,,,,,3.47,8.07,7.27,9.76,4.04,8.06,4.52,3.22,4.26,3.54,N/A,0.94
csk-wtcat_apo_seed-1583322_sample-3_model,csk-wtcat_apo/seed-1583322_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.48,76.33,14.02,,,6.33,13.56,2.72,,,,,3.42,8.08,7.38,9.8,3.81,8.1,5.02,3.32,3.39,3.53,N/A,0.94
csk-wtcat_apo_seed-1583322_sample-4_model,csk-wtcat_apo/seed-1583322_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.53,74.66,14.43,,,6.42,13.74,2.73,,,,,3.51,8.13,7.38,9.8,3.69,8.09,5.02,3.39,3.63,3.54,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-0_model,csk-wtcat_apo/seed-1606512_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.0,74.15,14.79,,,6.43,13.73,2.74,,,,,3.42,8.07,7.34,9.77,3.74,8.04,4.63,3.25,3.74,3.5,N/A,0.94
csk-wtcat_apo_seed-1606512_sample-1_model,csk-wtcat_apo/seed-1606512_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.64,73.25,14.2,,,6.44,13.47,2.75,,,,,3.47,8.11,7.4,9.87,3.73,8.12,5.0,3.3,3.67,3.51,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-2_model,csk-wtcat_apo/seed-1606512_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.15,76.94,14.15,,,6.39,13.59,2.69,,,,,3.48,8.14,7.37,9.76,3.74,8.05,5.05,3.32,4.11,3.51,N/A,0.94
csk-wtcat_apo_seed-1606512_sample-3_model,csk-wtcat_apo/seed-1606512_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.22,74.7,14.1,,,6.45,13.48,2.74,,,,,3.39,8.11,7.37,9.77,3.73,8.02,4.99,3.33,3.58,3.51,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-4_model,csk-wtcat_apo/seed-1606512_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.47,72.51,15.26,,,6.39,13.94,2.97,,,,,3.42,8.12,7.31,9.81,4.09,8.06,4.96,3.41,4.12,3.51,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-0_model,csk-wtcat_apo/seed-1652918_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.6,73.66,14.06,,,6.5,13.57,2.72,,,,,3.48,8.04,7.36,9.91,3.8,8.16,4.6,3.21,3.39,3.52,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-1_model,csk-wtcat_apo/seed-1652918_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.12,73.0,14.17,,,6.45,13.55,2.76,,,,,3.45,8.11,7.36,9.81,3.63,8.11,5.02,3.32,3.58,3.5,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-2_model,csk-wtcat_apo/seed-1652918_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.12,73.45,13.9,,,6.39,13.56,2.71,,,,,3.45,8.13,7.33,9.75,3.7,7.99,5.02,3.28,3.56,3.52,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-3_model,csk-wtcat_apo/seed-1652918_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.64,74.2,14.62,,,6.4,13.87,2.71,,,,,3.48,8.09,7.37,9.78,3.67,8.07,5.02,3.31,3.72,3.51,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-4_model,csk-wtcat_apo/seed-1652918_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.61,76.21,14.88,,,6.35,13.84,2.75,,,,,3.53,8.1,7.37,9.79,4.12,8.0,4.98,3.36,2.96,3.52,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-0_model,csk-wtcat_apo/seed-1682480_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.45,75.76,14.44,,,6.33,13.75,2.7,,,,,3.49,8.08,7.35,9.82,3.68,8.07,4.95,3.28,3.52,3.52,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-1_model,csk-wtcat_apo/seed-1682480_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.1,73.76,14.27,,,6.41,13.7,2.76,,,,,3.48,8.14,7.35,9.86,3.69,8.11,4.98,3.34,3.61,3.52,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-2_model,csk-wtcat_apo/seed-1682480_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.85,77.18,14.6,,,6.37,13.59,2.71,,,,,3.46,8.15,7.38,9.78,3.79,8.09,5.0,3.28,3.57,3.52,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-3_model,csk-wtcat_apo/seed-1682480_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.38,74.31,14.12,,,6.36,13.74,2.75,,,,,3.48,8.08,7.32,9.82,3.62,8.1,4.68,3.24,3.59,3.55,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-4_model,csk-wtcat_apo/seed-1682480_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.18,74.03,14.59,,,6.37,13.67,2.66,,,,,3.45,8.1,7.38,9.74,3.76,8.03,5.0,3.3,3.77,3.51,N/A,0.94
csk-wtcat_apo_seed-1738973_sample-0_model,csk-wtcat_apo/seed-1738973_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.64,73.68,14.77,,,6.37,13.85,2.76,,,,,3.44,8.1,7.36,9.8,3.64,8.05,4.96,3.35,3.57,3.55,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-1_model,csk-wtcat_apo/seed-1738973_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.98,74.79,14.12,,,6.38,13.47,2.75,,,,,3.45,8.02,7.33,9.76,3.79,8.06,4.58,3.18,4.05,3.54,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-2_model,csk-wtcat_apo/seed-1738973_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.35,76.59,14.55,,,6.37,13.63,2.69,,,,,3.47,8.08,7.39,9.74,3.72,8.02,5.01,3.36,3.83,3.53,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-3_model,csk-wtcat_apo/seed-1738973_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.81,74.2,14.09,,,6.39,13.47,2.75,,,,,3.42,8.11,7.39,9.78,3.74,8.05,5.02,3.37,3.7,3.54,N/A,0.94
csk-wtcat_apo_seed-1738973_sample-4_model,csk-wtcat_apo/seed-1738973_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.46,68.86,14.24,,,6.44,13.49,2.72,,,,,3.43,8.09,7.39,9.74,3.77,8.0,5.03,3.39,3.59,3.54,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-0_model,csk-wtcat_apo/seed-1762199_sample-0,model.cif,A,CSK-WT,Inactive (BLBminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLBminus,NTout,CTin,54.94,72.57,14.51,,,5.92,14.17,3.78,,,,,3.49,8.16,7.34,10.02,4.11,8.06,4.99,3.39,4.0,3.51,N/A,0.92
csk-wtcat_apo_seed-1762199_sample-1_model,csk-wtcat_apo/seed-1762199_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.23,74.02,14.3,,,6.37,13.84,2.82,,,,,3.5,8.08,7.39,9.89,3.67,8.08,4.99,3.35,3.45,3.52,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-2_model,csk-wtcat_apo/seed-1762199_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.38,74.75,14.43,,,6.33,13.55,2.7,,,,,3.47,8.09,7.38,9.83,3.72,8.11,5.01,3.28,3.53,3.53,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-3_model,csk-wtcat_apo/seed-1762199_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.25,67.75,13.88,,,6.43,13.71,2.77,,,,,3.47,8.1,7.32,9.89,3.66,8.18,4.59,3.18,3.58,3.53,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-4_model,csk-wtcat_apo/seed-1762199_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.18,67.32,14.53,,,6.4,13.87,2.81,,,,,3.5,8.12,7.34,9.8,4.08,8.06,4.96,3.31,3.78,3.53,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-0_model,csk-wtcat_apo/seed-1781551_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.01,69.51,14.21,,,6.4,13.94,2.87,,,,,3.49,8.12,7.32,9.89,3.73,8.2,4.98,3.33,3.5,3.52,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-1_model,csk-wtcat_apo/seed-1781551_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.53,75.17,14.0,,,6.4,13.5,2.7,,,,,3.47,8.06,7.32,9.8,3.78,8.13,4.56,3.28,4.7,3.51,N/A,0.94
csk-wtcat_apo_seed-1781551_sample-2_model,csk-wtcat_apo/seed-1781551_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.24,72.91,14.2,,,6.46,13.49,2.73,,,,,3.44,8.06,7.35,9.81,3.75,8.1,4.58,3.21,3.62,3.53,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-3_model,csk-wtcat_apo/seed-1781551_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.38,75.69,14.68,,,6.43,13.85,2.75,,,,,3.5,8.07,7.33,9.87,3.74,8.16,4.57,3.23,3.57,3.53,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-4_model,csk-wtcat_apo/seed-1781551_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.13,72.72,14.53,,,6.4,13.9,3.0,,,,,3.46,8.06,7.28,9.93,4.03,8.17,4.54,3.3,4.72,3.53,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-0_model,csk-wtcat_apo/seed-1795617_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.08,72.93,13.87,,,6.42,13.5,2.74,,,,,3.46,8.12,7.39,9.76,3.76,8.05,5.01,3.36,3.49,3.53,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-1_model,csk-wtcat_apo/seed-1795617_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.61,74.08,13.91,,,6.42,13.74,2.76,,,,,3.4,8.09,7.31,9.84,3.68,8.14,4.55,3.23,3.61,3.55,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-2_model,csk-wtcat_apo/seed-1795617_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.26,73.55,13.61,,,6.45,13.44,2.77,,,,,3.43,8.09,7.35,9.8,3.69,8.0,5.02,3.34,3.48,3.51,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-3_model,csk-wtcat_apo/seed-1795617_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.99,75.74,13.86,,,6.44,13.6,2.76,,,,,3.47,8.06,7.3,9.83,3.78,8.04,4.58,3.24,4.2,3.55,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-4_model,csk-wtcat_apo/seed-1795617_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.82,74.49,14.18,,,6.44,13.45,2.73,,,,,3.45,8.12,7.35,9.77,3.74,8.02,5.03,3.32,4.19,3.54,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-0_model,csk-wtcat_apo/seed-1810084_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.1,73.55,14.13,,,6.34,13.56,2.74,,,,,3.44,8.04,7.33,9.8,3.68,8.08,4.62,3.26,3.52,3.52,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-1_model,csk-wtcat_apo/seed-1810084_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.42,73.56,14.16,,,6.39,13.61,2.75,,,,,3.5,8.17,7.38,9.84,3.66,8.13,5.05,3.28,3.48,3.52,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-2_model,csk-wtcat_apo/seed-1810084_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.34,75.08,14.33,,,6.39,13.53,2.7,,,,,3.45,8.08,7.36,9.79,3.77,8.08,4.97,3.25,3.63,3.54,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-3_model,csk-wtcat_apo/seed-1810084_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.08,73.94,14.08,,,6.42,13.57,2.74,,,,,3.41,8.12,7.33,9.82,3.69,8.1,4.65,3.21,3.7,3.52,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-4_model,csk-wtcat_apo/seed-1810084_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.53,73.86,14.36,,,6.36,13.8,2.72,,,,,3.44,8.08,7.29,9.84,3.6,8.14,4.58,3.2,3.57,3.53,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-0_model,csk-wtcat_apo/seed-1819584_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.4,76.23,14.4,,,6.4,13.61,2.71,,,,,3.52,8.04,7.34,9.79,3.72,8.07,4.61,3.26,3.69,3.51,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-1_model,csk-wtcat_apo/seed-1819584_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.11,69.02,14.44,,,6.45,13.72,2.73,,,,,3.46,8.12,7.36,9.81,3.71,8.07,5.0,3.36,3.52,3.54,N/A,0.94
csk-wtcat_apo_seed-1819584_sample-2_model,csk-wtcat_apo/seed-1819584_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.52,75.89,14.35,,,6.41,13.65,2.73,,,,,3.49,8.1,7.37,9.84,3.74,8.07,5.02,3.35,3.11,3.52,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-3_model,csk-wtcat_apo/seed-1819584_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.1,74.37,14.99,,,6.37,13.95,2.78,,,,,3.47,8.03,7.3,9.8,4.1,8.06,4.57,3.3,3.47,3.52,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-4_model,csk-wtcat_apo/seed-1819584_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.31,73.55,14.78,,,6.35,13.77,2.84,,,,,3.44,8.09,7.36,9.84,4.06,8.11,4.98,3.29,3.62,3.54,N/A,0.93
csk-wtcat_apo_seed-185542_sample-0_model,csk-wtcat_apo/seed-185542_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.73,76.65,14.12,,,6.42,13.45,2.77,,,,,3.46,8.08,7.35,9.76,3.74,8.04,4.7,3.26,3.69,3.51,N/A,0.94
csk-wtcat_apo_seed-185542_sample-1_model,csk-wtcat_apo/seed-185542_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.68,73.76,13.85,,,6.44,13.47,2.76,,,,,3.49,8.09,7.34,9.81,3.76,8.09,4.63,3.18,3.58,3.52,N/A,0.93
csk-wtcat_apo_seed-185542_sample-2_model,csk-wtcat_apo/seed-185542_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.13,73.49,14.31,,,6.38,13.62,2.73,,,,,3.42,8.13,7.38,9.8,3.72,8.05,5.06,3.3,3.62,3.53,N/A,0.93
csk-wtcat_apo_seed-185542_sample-3_model,csk-wtcat_apo/seed-185542_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.69,72.23,15.12,,,6.38,14.24,2.66,,,,,3.5,8.09,7.34,9.84,4.2,8.22,4.95,3.44,3.9,3.49,N/A,0.93
csk-wtcat_apo_seed-185542_sample-4_model,csk-wtcat_apo/seed-185542_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.05,74.09,14.12,,,6.39,13.45,2.73,,,,,3.41,8.1,7.34,9.75,3.76,8.06,5.01,3.28,4.1,3.51,N/A,0.93
