Simulation_ID,Condition_designed,Condition_reviewed,Macro_State
a-csk-wtcat-apo_b-src-wtcat-holo_seed-217710_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-holo_seed-217710_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-242621_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-242621_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-242621_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-242621_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 4
a-csk-wtcat-apo_b-src-wtcat-holo_seed-242621_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-296883_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-holo_seed-296883_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-296883_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-296883_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-296883_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-309981_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-309981_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-309981_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-309981_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-309981_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-361959_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-361959_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-361959_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-holo_seed-361959_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-361959_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-638721_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-638721_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-638721_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-638721_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-638721_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-739083_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-739083_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-739083_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-739083_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-739083_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-holo_seed-769586_sample-0_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-769586_sample-1_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-holo_seed-769586_sample-2_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-holo_seed-769586_sample-3_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 2
a-csk-wtcat-apo_b-src-wtcat-holo_seed-769586_sample-4_model,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1214480_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1214480_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1214480_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1214480_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1214480_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1743021_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1743021_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1743021_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1743021_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1743021_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1825222_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1825222_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1825222_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1825222_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1825222_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1866048_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1866048_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1866048_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1866048_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1866048_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1891869_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1891869_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1891869_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1891869_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1891869_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1909162_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1909162_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1909162_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1909162_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-1909162_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-248981_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-248981_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-248981_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-248981_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-248981_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 4
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-325415_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-325415_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-325415_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-325415_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-325415_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-385131_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-385131_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-385131_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-385131_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-385131_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-481472_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-481472_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-481472_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-481472_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-481472_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-525287_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-525287_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-525287_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-525287_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-525287_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-584504_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-584504_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-584504_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-584504_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-584504_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-629729_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-629729_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-629729_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-629729_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-629729_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-651329_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-651329_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-651329_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-651329_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-651329_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-688357_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-688357_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-688357_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-688357_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-688357_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-758461_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-758461_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-758461_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-758461_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-758461_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-774080_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-774080_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-774080_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-774080_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-774080_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-802083_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-802083_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-802083_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-802083_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-802083_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-88848_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-88848_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-88848_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-88848_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-88848_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-892837_sample-0_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-892837_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-892837_sample-2_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 1
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-892837_sample-3_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-apo_seed-892837_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-apo","csk-wtcat-apo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1060455_sample-0_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1060455_sample-1_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1060455_sample-2_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1060455_sample-3_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1060455_sample-4_model,"csk-wtcat-apo
src-wtcat-py159-holo","csk-wtcat-apo
src-wtcat-py159-holo",State 7
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1103141_sample-0_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 3
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1103141_sample-1_model,"csk-wtcat-apo
src-wtcat-py159-holo","csk-wtcat-apo
src-wtcat-py159-holo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1103141_sample-2_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1103141_sample-3_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1103141_sample-4_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1169050_sample-0_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1169050_sample-1_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1169050_sample-2_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1169050_sample-3_model,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo",State 5
