chainA_metric,chainB_metric,homologous,rho_raw,p_raw,rho_partial,p_partial,n_conditions,fdr_raw,fdr_partial
Shell_M118_M120_Dist,Y156_N99_Dist,False,-0.07938585497700201,0.02688113121463731,-0.07503159407768868,0.038230657108759614,7,0.17594922249580786,0.22640997424929976
Spine_Bridge_Dist,Cleft_Gape_Dist,False,-0.07859874540891859,0.028437030289901077,-0.06828061462994423,0.05938931888693455,7,0.18404190389868563,0.29668774303215567
Shell_M118_M120_Dist,Phi_D,False,-0.07788019391163736,0.029924354852598256,-0.08475208996872505,0.019176999679166862,7,0.1880590788257943,0.1534159974333349
Cleft_Gape_Dist,K105_N99_Dist,False,0.0778395311363012,0.030010480522517202,0.06696930566954662,0.06446014853258397,7,0.1880590788257943,0.3118251256902777
I150_HRD_Dist,HRD_ATP_Dist,False,0.143826205934715,0.030187354387595455,0.1172474604411943,0.08201071716529174,3,0.1880590788257943,0.3522341441752253
I150_HRD_Dist,Interface_C_Lobe_Donor_Dist,False,0.07765077908063138,0.030413054369954562,0.07406357620053158,0.04080188785431149,7,0.1880590788257943,0.23374909664382226
Substrate_Clearance_Angle,Interface_C_Lobe_Donor_Dist,False,0.09188825237180065,0.030690196891709487,0.07831985829748453,0.06768500378538045,4,0.1880590788257943,0.3222029932262739
SB_Dist,HRD_ATP_Dist,False,0.14260040600937626,0.03164287391726295,0.10161725280261207,0.13218086563982312,3,0.19185574080361534,0.44009351796842844
SB_Dist,V104_RS2_Dist,False,0.07644220228865233,0.033101961814661296,0.08656690878845108,0.016735248686729154,7,0.1958109843670408,0.13970294555878252
Psi_D,Phi_D,False,-0.07643906382682471,0.03310920044724863,-0.07859229397313332,0.029922287028117056,7,0.1958109843670408,0.20327503008840891
Interface_C_Lobe_Donor_Dist,K105_E121_Dist,False,0.07627001249688511,0.03350110673685025,0.0750073358198343,0.03829337209626038,7,0.1958109843670408,0.22640997424929976
K105_E107_Dist,V104_RS2_Dist,False,-0.07611099504893251,0.03387335764346422,-0.08739453786590183,0.015715204825704987,7,0.1958109843670408,0.13510385044188167
D1_Dist,Y156_N99_Dist,False,0.07605937103051261,0.033994962563722364,0.07987541363728373,0.027334031973813566,7,0.1958109843670408,0.19577165603381813
Interface_N_Lobe_Rec_Dist,V104_RS2_Dist,False,-0.07545673230185333,0.035442285225149694,-0.07336243687358027,0.04275424049086518,7,0.20212629989788342,0.24143571100723868
Psi_D,SB_Dist,False,0.07502110138924017,0.0365208836212092,0.06261354617255076,0.083916998757535,7,0.20623557809624019,0.3522341441752253
Mg_Hijack_Dist,HRD_ATP_Dist,False,-0.14767207086427253,0.03826695028855864,-0.15911879603355097,0.026959879947652476,2,0.21399770258456097,0.19577165603381813
HRD_ATP_Dist,PLoop_ATP_Dist,False,-0.14726623619504728,0.038809076523924846,-0.14984730058916895,0.03741798948086017,2,0.2149425776709684,0.22640997424929976
D220_HRD_Dist,Psi_D,False,0.07388965807182707,0.03945336009604716,0.11303204405581221,0.0017513287969495028,7,0.21642986109831586,0.024998971012134167
Phi_D,aCb4_aE_Dist,False,-0.07328731981378798,0.04109422056946732,-0.08138549012600076,0.024536901220022056,7,0.2233044438491809,0.18596388293069346
Interface_C_Lobe_Donor_Dist,HRD_ATP_Dist,False,0.1353502562285486,0.041525415791728415,0.13214633507152976,0.049693253920791935,3,0.22353868687883707,0.2627089483865966
Phi_D,K105_E107_Dist,False,0.07268093941741534,0.04280397233215383,0.06268836626616313,0.08354665981115916,7,0.2262966353519246,0.3522341441752253
Interface_N_Lobe_Rec_Dist,SB_Dist,False,0.07267413434456947,0.0428234952315274,0.04177880035300849,0.2491432421053612,7,0.2262966353519246,0.592879054203263
D1_Dist,SB_Dist,False,0.0722245289753472,0.04413009606000862,0.08075015318040879,0.02568207829720781,7,0.2299580843142072,0.1921152870024896
Phi_D,HRD_ATP_Dist,False,-0.13356936658668905,0.04431483916471701,-0.11035984439818042,0.1018170910251519,3,0.2299580843142072,0.38583318704268094
SB_Dist,D220_HRD_Dist,False,0.07170715581660772,0.045675012049585684,0.039935572086751386,0.27066449446374197,7,0.23303382303228545,0.6089979288930462
D2_Dist,Interface_C_Lobe_Donor_Dist,False,0.07169339857192257,0.04571670486570878,0.042539284097301955,0.24062129387174536,7,0.23303382303228545,0.5872790901276498
Phi_D,Phi_D,True,0.07143715477480024,0.046499143810457166,0.07279465309549486,0.0443924509860949,7,0.23402054596605895,0.2458658823845256
K105_E121_Dist,K105_E107_Dist,False,0.07136455758439096,0.046722852059195796,0.08154919655177859,0.024249075159590072,7,0.23402054596605895,0.18596388293069346
D220_HRD_Dist,SB_Dist,False,0.07030966167766652,0.05007675282654667,0.08789717727328979,0.01512269282058143,7,0.2486569795525076,0.13197986461598338
Interface_C_Lobe_Donor_Dist,D220_HRD_Dist,False,0.06972405704655964,0.05202395224153822,0.04604645990974173,0.20397365472117768,7,0.2561179187275728,0.5439297459231405
Shell_M118_M120_Dist,aCb4_aE_Dist,False,0.06949993744534835,0.052785702889850405,0.06224362729776688,0.08576751656998782,7,0.2576658039368969,0.3522341441752253
D2_Dist,D1_Dist,False,-0.06918351342582073,0.05387699439526461,-0.055597515620297557,0.12495588541830016,7,0.26078276278716317,0.4258851479345615
SB_Dist,K105_N99_Dist,False,0.06838590683528138,0.056711389431972625,0.05982092413071195,0.09871397470531895,7,0.2722146692734686,0.3816057008742531
Spine_Bridge_Dist,K105_N99_Dist,False,0.06766357232502396,0.05938405128662594,0.0715372513498289,0.04820911146415785,7,0.2826877152156739,0.25951820750798993
DFG_ATP_Dist,PLoop_ATP_Dist,False,-0.13298437570803753,0.06242086764395571,-0.15820008396550414,0.027870270477036607,2,0.29470835871244666,0.19577165603381813
Psi_D,Shell_M118_M120_Dist,False,-0.06671560301289471,0.06304892445264998,-0.06191342260991804,0.087447018432391,7,0.2952534998758243,0.3522341441752253
Phi_D,Mg_Hijack_Dist,False,0.12234678700159948,0.06571855712656993,0.10900194491989848,0.10613448525374536,3,0.30527329762019584,0.39440944197520855
Spine_Bridge_Dist,D220_HRD_Dist,False,0.06575999590624898,0.06693006555783798,0.08969732612180609,0.013158572409865954,7,0.30777719085167377,0.1222473823884321
Psi_D,Y156_N99_Dist,False,0.06566502901577936,0.06732626049880364,0.07720440408677565,0.032955708092315295,7,0.30777719085167377,0.21328638046262482
DFG_ATP_Dist,Interface_C_Lobe_Donor_Dist,False,0.07704179634356546,0.07023722564137103,0.056858856628428676,0.18511999264996248,4,0.31700654279410323,0.5207457491946751
PLoop_ATP_Dist,Interface_C_Lobe_Donor_Dist,False,0.07688377955430857,0.07081689054034634,0.060040490742616436,0.16166923246391351,4,0.31700654279410323,0.4901130415748115
Phi_D,Cleft_Gape_Dist,False,0.06468801600813869,0.07151511828297363,0.07021808100831754,0.052505009202973296,7,0.31700654279410323,0.2749353209173874
aCb4_aE_Dist,Psi_D,False,0.06465130396291725,0.07167657960658147,0.06285248965995403,0.08273891749838658,7,0.31700654279410323,0.3522341441752253
V104_RS2_Dist,Y156_N99_Dist,False,0.06455603338954559,0.0720969741424089,0.06426053497052925,0.0760655934985135,7,0.31700654279410323,0.3447477892039858
Spine_Bridge_Dist,Psi_D,False,0.06424500710001867,0.07348346140547113,0.07972505692015884,0.027627003814156392,7,0.3206551043147831,0.19577165603381813
HRD_ATP_Dist,Spine_Bridge_Dist,False,0.07595327640979452,0.07431008237517545,0.08215965254133509,0.05522885469721239,4,0.32182411615113576,0.284034109871378
aCb4_aE_Dist,K105_N99_Dist,False,0.06367619688378912,0.07607532124401373,0.06407136927884889,0.07693581597139709,7,0.327010336093671,0.3447477892039858
Cleft_Gape_Dist,I150_HRD_Dist,False,0.06345174448633195,0.07711832387328021,0.07855660493327797,0.029997183259574234,7,0.3290381818593289,0.20327503008840891
SB_Dist,D2_Dist,False,0.0632982720478631,0.07783815981537145,0.039919335637890935,0.2708595493052335,7,0.3296675003945144,0.6089979288930462
I150_HRD_Dist,Phi_D,False,0.06312895606343635,0.07863862893090845,0.06563923376147726,0.06996234973569115,7,0.3306266442642574,0.32762856461591955
K105_N99_Dist,D2_Dist,False,0.06262870716794172,0.08104273391665906,0.06191628665694429,0.08743233822940799,7,0.3369966779492898,0.3522341441752253
Psi_D,Spine_Bridge_Dist,False,0.06257100023449946,0.08132385110234597,0.06353079949240367,0.07946729584800538,7,0.3369966779492898,0.3521012492957777
V104_RS2_Dist,Mg_Hijack_Dist,False,0.11548081232059616,0.08254551262538978,0.11079065576343072,0.10047667582152453,3,0.33795351354932035,0.3848497756132409
D1_Dist,Interface_C_Lobe_Donor_Dist,False,0.06228511286698634,0.08272820383759405,0.06141888910360135,0.09001173100029458,7,0.33795351354932035,0.35431987712871227
D220_HRD_Dist,I150_HRD_Dist,False,0.062027046054019236,0.08401267016501612,0.065197893899674,0.07187087694809913,7,0.3388969941359485,0.3338518155008476
I150_HRD_Dist,DFG_Mg_Dist,False,0.11475668541227249,0.08450578834595657,0.11275082351790647,0.09455296542625491,3,0.3388969941359485,0.36798991949677584
aCb4_aE_Dist,K105_E107_Dist,False,0.06186277041787969,0.08483866719183863,0.0643868876546816,0.07548880460190044,7,0.3388969941359485,0.3447477892039858
DFG_ATP_Dist,HRD_ATP_Dist,False,0.12279420779518506,0.08561430694326222,0.08012274176121377,0.26838549132676937,2,0.3388969941359485,0.6089979288930462
Spine_Bridge_Dist,I150_HRD_Dist,False,0.061650277144050684,0.08591681316115918,0.06894425890001486,0.0569515926933033,7,0.3388969941359485,0.29030192381719205
D2_Dist,Spine_Bridge_Dist,False,0.0615383100535422,0.08648933704511186,0.06401231412450503,0.07720914029047599,7,0.3388969941359485,0.3447477892039858
D2_Dist,I150_HRD_Dist,False,0.06138788765506425,0.08726332846849583,0.07498895562303746,0.038340948573396094,7,0.3396194405260378,0.22640997424929976
Y156_N99_Dist,Interface_C_Lobe_Donor_Dist,False,0.06116047000713163,0.08844407123647269,0.06842479341316733,0.05885249939461157,7,0.3402272248373435,0.29668774303215567
Mg_Hijack_Dist,I150_HRD_Dist,False,0.07246852834713148,0.08865752158379392,0.07668560265221852,0.0736435902923489,4,0.3402272248373435,0.33934966406714373
Mg_Hijack_Dist,Cleft_Gape_Dist,False,0.07234788681441574,0.08919151206673415,0.10481904584230922,0.01431430908464515,4,0.3402272248373435,0.12882878176180634
Phi_D,PLoop_ATP_Dist,False,0.11163183645280444,0.09339692580402725,0.07538192576142717,0.26480063122524977,3,0.35392519252052435,0.6076699744451948
Y156_N99_Dist,D1_Dist,False,0.05954895703598992,0.09718324101174924,0.05386875101092463,0.13714745723170774,7,0.365866319103056,0.45153632998761706
DFG_Mg_Dist,Interface_N_Lobe_Rec_Dist,False,0.07072953151951959,0.09782798173180951,0.06766336080496961,0.11598727075125259,4,0.36590206154235244,0.4144359564661168
Cleft_Gape_Dist,DFG_ATP_Dist,False,-0.10880647673681829,0.10206190776061463,-0.1248268318582445,0.06392404935730123,3,0.3792752185168647,0.3118251256902777
K105_E107_Dist,Interface_N_Lobe_Rec_Dist,False,-0.058465276466565796,0.10343774402385275,-0.036453766263811714,0.31470115386334374,7,0.3795614867086742,0.6543966231959784
D2_Dist,PLoop_ATP_Dist,False,0.10831628984586619,0.1036278258362957,0.06929066528750177,0.3055017156183024,3,0.3795614867086742,0.6422225846574533
I150_HRD_Dist,I150_HRD_Dist,True,0.05822586461218585,0.10486166225890492,0.056730676086110154,0.11743342272074386,7,0.3795614867086742,0.41497945697637095
D220_HRD_Dist,D2_Dist,False,-0.058184203246712786,0.10511102408026174,-0.03734758211443103,0.3029720319375555,7,0.3795614867086742,0.6392376937583588
DFG_ATP_Dist,DFG_ATP_Dist,True,0.11554870052125031,0.10595865468518917,0.11707615087514134,0.10497091685108528,2,0.3795614867086742,0.39440944197520855
K105_E121_Dist,HRD_ATP_Dist,False,0.10755638434386734,0.10609270722238984,0.09060694070858019,0.17976643811298665,3,0.3795614867086742,0.5177273417654016
Phi_D,D1_Dist,False,-0.05790437680257958,0.10679809621619185,-0.04809064996404116,0.18457776662673764,7,0.3797265643242377,0.5207457491946751
aCb4_aE_Dist,K105_E121_Dist,False,0.05751443609099897,0.10918465720596982,0.06146451448695468,0.08977261179458229,7,0.380179925485192,0.35431987712871227
K105_E107_Dist,SB_Dist,False,0.057486356408473716,0.10935812444650628,0.07771345309259144,0.03181393096914076,7,0.380179925485192,0.20915217572853334
HRD_ATP_Dist,Substrate_Clearance_Angle,False,-0.11440925184782438,0.10947785284775202,-0.1120558455384571,0.1208783815087926,2,0.380179925485192,0.42197544090342143
K105_E107_Dist,Interface_C_Lobe_Donor_Dist,False,-0.05741882963173121,0.10977617292217823,-0.03823735254030159,0.291587595421841,7,0.380179925485192,0.6303409803741176
K105_E121_Dist,K105_N99_Dist,False,0.05734643158703354,0.11022577700699143,0.05206048880387588,0.15085802448136176,7,0.380179925485192,0.474843032911616
K105_E107_Dist,I150_HRD_Dist,False,0.05635069214080117,0.11655778768397718,0.04335480662422428,0.2317124670172539,7,0.3986902111403525,0.5777765411339318
D2_Dist,aCb4_aE_Dist,False,-0.056286309520313174,0.11697681542138816,-0.049525940838899,0.17179653498863656,7,0.3986902111403525,0.5036994988950163
K105_E121_Dist,Phi_D,False,0.0558345966746718,0.11995000407605994,0.050416938203876736,0.16420161946875655,7,0.4064188373400619,0.4951839414345747
aCb4_aE_Dist,Cleft_Gape_Dist,False,0.05492136514271398,0.12614092571389746,0.04934346884604618,0.1733837818333357,7,0.4248957497731283,0.5043891835151584
HRD_ATP_Dist,Y156_N99_Dist,False,0.06495851922756765,0.12711935868533253,0.06636583500971735,0.1217836170390425,4,0.42570203838809034,0.422574478400533
Interface_C_Lobe_Donor_Dist,Cleft_Gape_Dist,False,0.05451626170340527,0.12896543200067523,0.041898278405793035,0.24779062129141916,7,0.42938779671901117,0.592879054203263
D1_Dist,aCb4_aE_Dist,False,-0.05425551665074954,0.13080919187826034,-0.062160981279382244,0.08618541554319958,7,0.4330235317349308,0.3522341441752253
SB_Dist,D1_Dist,False,0.05355314845524797,0.13587719368644513,0.06223633733825452,0.0858043123949419,7,0.4472300775050994,0.3522341441752253
K105_E121_Dist,D220_HRD_Dist,False,0.05323047921445178,0.13825554916189398,0.031151179012009974,0.3903092417558014,7,0.4519532481352407,0.7130718837288751
SB_Dist,DFG_ATP_Dist,False,0.09821246261599732,0.1403031190202153,0.10032990259003999,0.13718551692332115,3,0.4519532481352407,0.45153632998761706
Mg_Hijack_Dist,DFG_ATP_Dist,False,-0.10525500183947883,0.1411606286326721,-0.1098276521910362,0.12851073188908413,2,0.4519532481352407,0.4328782547842834
Interface_C_Lobe_Donor_Dist,Phi_D,False,-0.05276576672745203,0.1417369448231789,-0.05463881398644981,0.13160833359263235,7,0.4519532481352407,0.44009351796842844
D2_Dist,D220_HRD_Dist,False,0.05276392983950521,0.14175083793637078,0.05568947565126602,0.12433177116629812,7,0.4519532481352407,0.4258851479345615
D1_Dist,Shell_M118_M120_Dist,False,-0.05272836547181692,0.14202003109805306,-0.06175559429362271,0.08825906783007498,7,0.4519532481352407,0.3530362713202999
I150_HRD_Dist,Interface_N_Lobe_Rec_Dist,False,0.052508000011185586,0.14369675616222133,0.04522810581562766,0.21213945548736057,7,0.45206372505538356,0.5575763634859267
Cleft_Gape_Dist,HRD_ATP_Dist,False,-0.09726952342039624,0.14417620724455582,-0.13360338025462537,0.04720072301032774,3,0.45206372505538356,0.25648694767876207
DFG_ATP_Dist,K105_E121_Dist,False,0.06215589615169295,0.14440924550380307,0.06072352277012745,0.1569397290722241,4,0.45206372505538356,0.4797741619172457
Interface_N_Lobe_Rec_Dist,K105_E107_Dist,False,0.052309696520932515,0.14521852182497597,0.05305406122121107,0.1432010167123141,7,0.45213983011451975,0.4633920540802973
Mg_Hijack_Dist,D2_Dist,False,-0.06154908345975104,0.1483790145632744,-0.032182538390823114,0.45355766146368515,4,0.45949630316368845,0.7594453866368682
K105_N99_Dist,Interface_C_Lobe_Donor_Dist,False,0.05175401639657495,0.1495483526184591,0.0021901609308420614,0.9518540492137746,7,0.4606409150172858,0.9808013101022078
D2_Dist,Mg_Hijack_Dist,False,0.09573019733422984,0.15067271962425388,0.09083646664335182,0.17866025939658448,3,0.4616355665083523,0.5171271829770485
V104_RS2_Dist,Spine_Bridge_Dist,False,-0.051393095232924756,0.15241282108345122,-0.04800796995349522,0.18533485865435484,7,0.4629078961527144,0.5207457491946751
DFG_ATP_Dist,aCb4_aE_Dist,False,-0.06090316127177133,0.1526953129670412,-0.03202426376581834,0.4557831057922821,4,0.4629078961527144,0.7604101727666207
Interface_C_Lobe_Donor_Dist,K105_E107_Dist,False,0.0511449560268168,0.15440622274837734,0.045299449991483935,0.21141832373054226,7,0.4653726695466922,0.5575763634859267
Cleft_Gape_Dist,Interface_C_Lobe_Donor_Dist,False,0.051056174018163994,0.15512422318223074,0.047531266079774884,0.18974470811249566,7,0.4653726695466922,0.5245636553235514
aCb4_aE_Dist,D1_Dist,False,0.050928309030527974,0.1561627360396738,0.05724630867171978,0.11412995700996631,7,0.4660608080769539,0.4134519197342176
Interface_C_Lobe_Donor_Dist,D2_Dist,False,0.050738535550293014,0.1577137526518786,0.040784416811601915,0.2606005586773561,7,0.4682635130282581,0.6028350273018358
V104_RS2_Dist,Cleft_Gape_Dist,False,0.050557002886765685,0.15920828349473326,0.03271919782959427,0.36688259076027574,7,0.47027677586136596,0.6919823094625123
D2_Dist,SB_Dist,False,0.05043432564845017,0.16022430214082606,0.039771948861696334,0.27263455917866875,7,0.4705858511663989,0.6089979288930462
K105_E107_Dist,Spine_Bridge_Dist,False,0.05034743378718957,0.16094689701350795,0.05354228838211447,0.139549166967456,7,0.4705858511663989,0.45412610267375514
Y156_N99_Dist,K105_E107_Dist,False,-0.04976701995981515,0.1658367425565137,-0.03978342292230659,0.272496090405868,7,0.4743923105802074,0.6089979288930462
Cleft_Gape_Dist,Cleft_Gape_Dist,True,0.04969180291377845,0.16647850055071967,0.07600170339707722,0.03579305430706348,7,0.4743923105802074,0.22311070812748454
aCb4_aE_Dist,D2_Dist,False,0.04965127719062035,0.16682504045706859,0.058415791430120614,0.1069080303848271,7,0.4743923105802074,0.3947373429593616
Substrate_Clearance_Angle,DFG_ATP_Dist,False,-0.09881216065218283,0.1673405027868995,-0.1036534149354655,0.1515968463101458,2,0.4743923105802074,0.474843032911616
I150_HRD_Dist,D1_Dist,False,0.04954893784446644,0.16770256223742486,0.0425869351531704,0.2400942212191679,7,0.4743923105802074,0.5872790901276498
V104_RS2_Dist,Shell_M118_M120_Dist,False,-0.049528137975708375,0.1678813354098445,-0.04405365390954571,0.2242661815296736,7,0.4743923105802074,0.5698153023287732
K105_N99_Dist,K105_E107_Dist,False,0.04951272004776451,0.16801394333049013,0.04658140204088732,0.19876060971789178,7,0.4743923105802074,0.5374934798004961
I150_HRD_Dist,Y156_N99_Dist,False,-0.04924517085693633,0.17032761295235233,-0.051955373281742614,0.15168596884676622,7,0.4785790490758777,0.474843032911616
aCb4_aE_Dist,Y156_N99_Dist,False,0.04896566351262993,0.17277003944210656,0.05293444938543843,0.14410674696982317,7,0.4809824455420638,0.4637178003051293
D1_Dist,HRD_ATP_Dist,False,-0.09082452744231707,0.1728530663666792,-0.08846438590685664,0.19033646521288583,3,0.4809824455420638,0.5245636553235514
Y156_N99_Dist,D2_Dist,False,0.048686697649036964,0.17523368515284155,0.024609060778509974,0.4974154337474308,7,0.48526251273094584,0.781691155195417
Psi_D,K105_N99_Dist,False,0.04838149118588215,0.1779589166107023,0.04167306894545175,0.25034452243800054,7,0.4904513682668159,0.592879054203263
Substrate_Clearance_Angle,V104_RS2_Dist,False,0.057232304204314785,0.179050306090615,0.06548575620206137,0.12682272955555507,4,0.49110941099140115,0.42970524837646895
PLoop_ATP_Dist,Mg_Hijack_Dist,False,0.09583670377582268,0.1805836252710571,0.11262014374550172,0.1190023035072938,2,0.49296762159302787,0.41795930987927576
K105_N99_Dist,DFG_Mg_Dist,False,-0.08873670375146155,0.18299435561903143,-0.019001644593995334,0.7790251218552042,3,0.49719221149321746,0.9114869683717477
Y156_N99_Dist,Shell_M118_M120_Dist,False,0.04750184445872333,0.18598930229759203,0.05686587273377855,0.11656011275609535,7,0.5018024678675705,0.4144359564661168
Interface_C_Lobe_Donor_Dist,PLoop_ATP_Dist,False,0.08804802115688118,0.18643355577024323,0.04925903820655552,0.46668086696905653,3,0.5018024678675705,0.7614962588503585
D220_HRD_Dist,DFG_Mg_Dist,False,-0.08762953292237294,0.18854642649575126,-0.10679045471248012,0.11347222174232607,3,0.5051290309839662,0.4134519197342176
K105_E121_Dist,Interface_C_Lobe_Donor_Dist,False,0.047049642030998304,0.19022004316023722,0.03850474099727637,0.28822319144332864,7,0.5072534484272992,0.6264775783824804
Substrate_Clearance_Angle,Shell_M118_M120_Dist,False,-0.054699214087727856,0.19910977672453223,-0.03872244059485886,0.3670866195705691,4,0.5278488680575514,0.6919823094625123
SB_Dist,Shell_M118_M120_Dist,False,0.045915062439850766,0.2011453878803633,0.06684381552079534,0.06496356785214119,7,0.5278488680575514,0.3118251256902777
HRD_ATP_Dist,V104_RS2_Dist,False,-0.054421384358359026,0.20140572921585864,-0.0618692486153168,0.1492421709977929,4,0.5278488680575514,0.474843032911616
I150_HRD_Dist,Shell_M118_M120_Dist,False,0.04569633458786315,0.20330308731719438,0.05705007340674054,0.11537845728532026,7,0.5278488680575514,0.4144359564661168
V104_RS2_Dist,Psi_D,False,-0.045666193314527107,0.2036017368227936,-0.04983789758706072,0.16910811559453798,7,0.5278488680575514,0.5016654596146045
DFG_ATP_Dist,Psi_D,False,0.05414597009571284,0.20370064961125056,0.03867975262063542,0.36761560190195963,4,0.5278488680575514,0.6919823094625123
Phi_D,SB_Dist,False,0.045521154067327575,0.20504328736559163,0.04807801988394387,0.184693270955254,7,0.5278488680575514,0.5207457491946751
HRD_ATP_Dist,I150_HRD_Dist,False,0.05395838304316549,0.20527455980015885,0.07337136810981738,0.08703937526713101,4,0.5278488680575514,0.3522341441752253
DFG_ATP_Dist,Substrate_Clearance_Angle,False,-0.0903364803513563,0.20706354842990238,-0.0827028740492676,0.2532087627326436,2,0.5300826839805501,0.592879054203263
D220_HRD_Dist,Y156_N99_Dist,False,0.04489996418787004,0.21130105706686764,0.038087103413073885,0.29348960648651046,7,0.5330240140098949,0.6307836318516046
DFG_ATP_Dist,K105_N99_Dist,False,0.05310715821603891,0.21252727447493402,0.040518562860669405,0.34525904177691435,4,0.5330240140098949,0.678734498510248
Y156_N99_Dist,K105_N99_Dist,False,0.04470412665687794,0.21330215928682605,0.045146823848181604,0.21296319438698585,7,0.5330240140098949,0.5575763634859267
Y156_N99_Dist,PLoop_ATP_Dist,False,-0.08291955597187212,0.2135428637000394,-0.0596426484331092,0.3779609301373237,3,0.5330240140098949,0.7000176712511204
V104_RS2_Dist,Phi_D,False,0.04462282263525924,0.21413693335366402,0.04947112344256336,0.17227222444846912,7,0.5330240140098949,0.5036994988950163
V104_RS2_Dist,aCb4_aE_Dist,False,-0.04454659099786677,0.2149217600622788,-0.03950889598567396,0.2758222488244697,7,0.5330240140098949,0.6129344877024491
K105_N99_Dist,Cleft_Gape_Dist,False,0.04443664842465644,0.21605728894230136,0.0230367039823272,0.5253041911179432,7,0.5330240140098949,0.7879562866769149
DFG_ATP_Dist,Phi_D,False,0.05267241823121706,0.21630174770158184,0.054695587595177474,0.20243873551802305,4,0.5330240140098949,0.5423474960854943
Interface_N_Lobe_Rec_Dist,Substrate_Clearance_Angle,False,0.08238177579474541,0.2165410056915198,0.07121979542334253,0.2921893086109191,3,0.5330240140098949,0.6303409803741176
D2_Dist,DFG_ATP_Dist,False,-0.081752398338936,0.22008779195157135,-0.07739789510988307,0.25218581469336665,3,0.5373626467641663,0.592879054203263
Cleft_Gape_Dist,DFG_Mg_Dist,False,-0.08153918945564179,0.22129862231212094,-0.07265722984145245,0.2825247881479711,3,0.5373626467641663,0.6211231983711121
Cleft_Gape_Dist,D2_Dist,False,-0.04386991352253009,0.22197911191467923,-0.015565168016689944,0.6678237251554928,7,0.5373626467641663,0.8745490548412899
Cleft_Gape_Dist,D220_HRD_Dist,False,0.0437782780964212,0.22294739901525884,0.057845820318370614,0.11038133528072369,7,0.5373626467641663,0.4049659179725914
Shell_M118_M120_Dist,K105_N99_Dist,False,-0.043776314424454614,0.22296818155665932,-0.04496401206315363,0.21482428058356628,7,0.5373626467641663,0.5599040073128243
Y156_N99_Dist,DFG_Mg_Dist,False,0.0806498456008036,0.22640029397716588,0.06518802124090022,0.3351179027308637,3,0.5433607055451982,0.6656134895619914
D1_Dist,Phi_D,False,-0.04331174473333116,0.22792388518681905,-0.04476978162380759,0.2168143923176693,7,0.5438639428471761,0.5600228249998992
Spine_Bridge_Dist,Substrate_Clearance_Angle,False,-0.08028821102097472,0.22849839265454275,-0.08265326182408653,0.22127258470794797,3,0.5438639428471761,0.5667472833978013
K105_N99_Dist,SB_Dist,False,0.042733815447562044,0.2341974300092411,0.03101163383729388,0.3924371304549539,7,0.5551346489107937,0.7130718837288751
K105_E121_Dist,D2_Dist,False,-0.04250925875533585,0.2366676603078961,-0.0658884675551483,0.06890302407888105,7,0.5586908702350334,0.3253126382740613
Shell_M118_M120_Dist,Psi_D,False,0.04232286831580169,0.23873195259101365,0.04294136040916109,0.23619935195138586,7,0.5612636926221383,0.5839091275708079
PLoop_ATP_Dist,HRD_ATP_Dist,False,-0.08415611481774317,0.24001950665154315,-0.08788070330204178,0.22456262782748526,2,0.5619968936231254,0.5698153023287732
SB_Dist,SB_Dist,True,0.0416715638990755,0.24604460098088454,0.02430213236157154,0.50279691759616,7,0.5737720249594717,0.781691155195417
DFG_Mg_Dist,D220_HRD_Dist,False,0.049366287392130656,0.24831046536689438,0.05385441547528248,0.2111704114358075,4,0.5767210808521418,0.5575763634859267
HRD_ATP_Dist,SB_Dist,False,0.048749332188443344,0.252548939526823,0.06215521741335041,0.14736641968612352,4,0.5842095950500003,0.47157254299559526
Phi_D,I150_HRD_Dist,False,0.040297380191304306,0.261983623787307,0.04818183788869134,0.18374541868913563,7,0.6030851842826851,0.5207457491946751
Shell_M118_M120_Dist,Interface_C_Lobe_Donor_Dist,False,-0.04011048853019796,0.2642051213604959,-0.04114786948499734,0.2563714021573227,7,0.6030851842826851,0.5978539580672788
Shell_M118_M120_Dist,Mg_Hijack_Dist,False,0.07445389573423745,0.2642553208338023,0.06541879632282198,0.33340488277240565,3,0.6030851842826851,0.6656134895619914
Substrate_Clearance_Angle,I150_HRD_Dist,False,0.04750336607602645,0.2648967910130544,0.03999276604531323,0.3515617959561901,4,0.6030851842826851,0.681085056824085
SB_Dist,Interface_N_Lobe_Rec_Dist,False,0.039910966344045326,0.2665910132644851,0.013934818278675706,0.7008440795113386,7,0.60455284897773,0.8832700042461599
Interface_C_Lobe_Donor_Dist,Y156_N99_Dist,False,0.03963679596702221,0.2698936038133599,0.04975322788721569,0.16983466080702758,7,0.6096420227313541,0.5016654596146045
HRD_ATP_Dist,K105_E121_Dist,False,0.04675344705695898,0.27252535213297735,0.049497489497259683,0.24879209215194908,4,0.6127216538799144,0.592879054203263
Cleft_Gape_Dist,Shell_M118_M120_Dist,False,-0.03928422054159243,0.2741816309129097,-0.04640384585466073,0.20048002493974515,7,0.6127216538799144,0.5396097867537065
SB_Dist,I150_HRD_Dist,False,0.03926242360935239,0.27444824080037833,0.04705849191148323,0.19419388381115832,7,0.6127216538799144,0.5301216922996549
HRD_ATP_Dist,DFG_Mg_Dist,False,-0.07726434462230534,0.2808923175343372,-0.07699639343410367,0.28758841615504016,2,0.6246871617752054,0.6264775783824804
