Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM
csk-wtcat_apo_seed-1583322_sample-4_model,csk-wtcat_apo/seed-1583322_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.94,73.68,13.98,,,6.43,13.55,2.76,,,,,3.49,8.1,7.34,9.77,3.77,8.0,4.73,3.26,4.09,3.54,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-0_model,csk-wtcat_apo/seed-1606512_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.94,70.78,14.48,,,6.43,13.64,2.77,,,,,3.5,8.1,7.37,9.81,3.71,8.06,4.94,3.41,4.47,3.54,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-1_model,csk-wtcat_apo/seed-1606512_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.37,67.66,14.56,,,6.52,14.17,3.46,,,,,3.47,8.0,7.3,9.8,3.99,8.17,4.5,3.27,3.68,3.52,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-2_model,csk-wtcat_apo/seed-1606512_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.79,71.98,13.77,,,6.42,13.54,2.73,,,,,3.43,8.16,7.35,9.78,3.74,8.03,5.03,3.34,4.12,3.53,N/A,0.94
csk-wtcat_apo_seed-1606512_sample-3_model,csk-wtcat_apo/seed-1606512_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.03,74.43,14.83,,,6.45,13.84,2.81,,,,,3.49,8.11,7.38,9.81,4.08,8.08,4.94,3.4,3.55,3.55,N/A,0.93
csk-wtcat_apo_seed-1606512_sample-4_model,csk-wtcat_apo/seed-1606512_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.09,75.22,14.26,,,6.4,13.52,2.77,,,,,3.48,8.06,7.31,9.78,3.72,8.06,4.5,3.22,3.78,3.53,N/A,0.94
csk-wtcat_apo_seed-1652918_sample-0_model,csk-wtcat_apo/seed-1652918_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.92,74.91,14.08,,,6.43,13.72,2.74,,,,,3.51,8.11,7.35,9.85,3.67,8.08,5.01,3.31,3.61,3.55,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-1_model,csk-wtcat_apo/seed-1652918_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.58,71.63,14.49,,,6.47,13.65,2.74,,,,,3.42,8.13,7.37,9.82,3.69,7.98,5.05,3.4,4.04,3.54,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-2_model,csk-wtcat_apo/seed-1652918_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.67,74.03,14.74,,,6.41,13.81,2.75,,,,,3.46,8.05,7.26,9.81,3.78,8.05,4.41,3.13,3.59,3.54,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-3_model,csk-wtcat_apo/seed-1652918_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.55,77.06,14.62,,,6.43,13.65,2.76,,,,,3.47,8.03,7.32,9.83,3.79,8.03,4.51,3.19,3.72,3.57,N/A,0.93
csk-wtcat_apo_seed-1652918_sample-4_model,csk-wtcat_apo/seed-1652918_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.32,70.56,14.06,,,6.35,13.7,2.78,,,,,3.46,8.12,7.36,9.84,4.07,8.06,5.02,3.37,3.54,3.54,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-0_model,csk-wtcat_apo/seed-1682480_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.07,69.14,14.23,,,6.46,13.58,2.74,,,,,3.44,8.13,7.4,9.81,3.71,8.09,5.06,3.35,3.6,3.53,N/A,0.94
csk-wtcat_apo_seed-1682480_sample-1_model,csk-wtcat_apo/seed-1682480_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.66,72.83,13.76,,,6.34,13.61,2.84,,,,,3.46,8.14,7.34,9.77,3.99,8.1,5.01,3.34,3.51,3.51,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-2_model,csk-wtcat_apo/seed-1682480_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.38,74.08,14.26,,,6.41,13.64,2.74,,,,,3.44,8.12,7.29,9.79,3.66,8.07,4.59,3.23,4.85,3.53,N/A,0.94
csk-wtcat_apo_seed-1682480_sample-3_model,csk-wtcat_apo/seed-1682480_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.62,74.52,14.56,,,6.36,13.72,2.73,,,,,3.42,8.03,7.3,9.81,3.59,8.02,4.55,3.28,3.62,3.53,N/A,0.93
csk-wtcat_apo_seed-1682480_sample-4_model,csk-wtcat_apo/seed-1682480_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.22,71.17,14.66,,,6.38,13.87,2.76,,,,,3.49,8.04,7.31,9.82,4.05,8.05,4.58,3.26,3.53,3.53,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-0_model,csk-wtcat_apo/seed-1738973_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.09,75.45,14.62,,,6.43,13.94,2.75,,,,,3.51,8.14,7.4,9.84,4.03,8.08,5.02,3.4,3.98,3.53,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-1_model,csk-wtcat_apo/seed-1738973_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.21,74.15,13.83,,,6.42,13.51,2.76,,,,,3.51,8.08,7.34,9.83,3.71,8.1,4.64,3.21,3.55,3.5,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-2_model,csk-wtcat_apo/seed-1738973_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.52,72.0,14.36,,,6.4,13.72,2.73,,,,,3.43,8.1,7.31,9.8,3.69,8.07,4.62,3.26,4.9,3.52,N/A,0.93
csk-wtcat_apo_seed-1738973_sample-3_model,csk-wtcat_apo/seed-1738973_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.68,75.37,13.94,,,6.39,13.59,2.73,,,,,3.44,8.05,7.37,9.82,3.68,8.02,4.99,3.32,3.61,3.5,N/A,0.94
csk-wtcat_apo_seed-1738973_sample-4_model,csk-wtcat_apo/seed-1738973_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.23,74.59,14.33,,,6.38,13.58,2.74,,,,,3.48,8.07,7.37,9.86,3.74,8.09,4.97,3.28,3.45,3.54,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-0_model,csk-wtcat_apo/seed-1762199_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.03,74.41,13.92,,,6.43,13.5,2.72,,,,,3.42,8.13,7.39,9.78,3.76,8.02,5.02,3.41,4.08,3.53,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-1_model,csk-wtcat_apo/seed-1762199_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.71,73.97,14.25,,,6.4,13.61,2.71,,,,,3.44,8.06,7.34,9.8,3.68,8.05,4.59,3.22,3.5,3.52,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-2_model,csk-wtcat_apo/seed-1762199_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.61,74.57,13.85,,,6.33,13.6,2.74,,,,,3.48,8.09,7.32,9.8,3.65,8.08,4.61,3.27,3.7,3.51,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-3_model,csk-wtcat_apo/seed-1762199_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.34,76.75,13.63,,,6.41,13.48,2.75,,,,,3.44,8.08,7.34,9.75,3.8,8.02,4.59,3.28,3.61,3.51,N/A,0.93
csk-wtcat_apo_seed-1762199_sample-4_model,csk-wtcat_apo/seed-1762199_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.9,75.57,14.67,,,6.42,13.77,2.76,,,,,3.43,8.1,7.34,9.78,3.67,8.06,5.01,3.37,3.79,3.54,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-0_model,csk-wtcat_apo/seed-1781551_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.05,72.89,14.39,,,6.43,13.72,2.72,,,,,3.46,8.06,7.34,9.81,3.68,8.06,4.61,3.27,4.04,3.53,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-1_model,csk-wtcat_apo/seed-1781551_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.33,74.0,14.44,,,6.37,13.68,2.7,,,,,3.48,8.14,7.37,9.87,3.75,8.12,5.05,3.35,3.45,3.54,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-2_model,csk-wtcat_apo/seed-1781551_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.02,71.78,14.42,,,6.41,13.65,2.7,,,,,3.43,8.12,7.37,9.79,3.67,8.03,5.02,3.33,3.81,3.52,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-3_model,csk-wtcat_apo/seed-1781551_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.71,74.35,14.35,,,6.38,13.67,2.71,,,,,3.41,8.09,7.37,9.78,3.69,8.04,4.76,3.25,3.56,3.53,N/A,0.93
csk-wtcat_apo_seed-1781551_sample-4_model,csk-wtcat_apo/seed-1781551_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.82,74.77,14.39,,,6.42,13.7,2.69,,,,,3.46,8.03,7.31,9.84,3.63,8.11,4.56,3.24,3.9,3.52,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-0_model,csk-wtcat_apo/seed-1795617_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.53,72.75,13.99,,,6.43,13.61,2.77,,,,,3.45,8.08,7.37,9.81,3.71,8.06,4.98,3.27,5.92,3.52,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-1_model,csk-wtcat_apo/seed-1795617_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.56,72.99,14.26,,,6.44,13.55,2.79,,,,,3.45,8.13,7.39,9.84,3.73,8.06,5.04,3.4,3.65,3.55,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-2_model,csk-wtcat_apo/seed-1795617_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.19,71.79,14.96,,,6.4,14.15,2.93,,,,,3.49,8.1,7.35,9.84,4.14,8.17,4.94,3.42,3.66,3.51,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-3_model,csk-wtcat_apo/seed-1795617_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,63.87,68.73,14.34,,,6.4,13.89,2.72,,,,,3.45,8.09,7.31,9.81,4.14,8.08,4.63,3.29,4.54,3.53,N/A,0.93
csk-wtcat_apo_seed-1795617_sample-4_model,csk-wtcat_apo/seed-1795617_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.36,76.65,14.06,,,6.41,13.56,2.74,,,,,3.42,8.06,7.28,9.76,3.71,7.99,4.52,3.25,4.16,3.51,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-0_model,csk-wtcat_apo/seed-1810084_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.68,76.08,14.88,,,6.33,13.81,2.72,,,,,3.4,8.15,7.38,9.78,3.67,8.05,5.02,3.38,3.61,3.54,N/A,0.94
csk-wtcat_apo_seed-1810084_sample-1_model,csk-wtcat_apo/seed-1810084_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.93,72.9,14.31,,,6.39,13.59,2.74,,,,,3.45,8.02,7.31,9.79,3.73,8.11,4.56,3.22,3.87,3.5,N/A,0.94
csk-wtcat_apo_seed-1810084_sample-2_model,csk-wtcat_apo/seed-1810084_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.81,72.43,13.49,,,6.4,13.51,2.75,,,,,3.52,8.07,7.31,9.81,3.7,8.01,4.58,3.23,4.27,3.52,N/A,0.93
csk-wtcat_apo_seed-1810084_sample-3_model,csk-wtcat_apo/seed-1810084_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.78,73.34,15.15,,,6.35,14.06,2.88,,,,,3.45,8.09,7.33,9.79,4.1,8.08,4.95,3.41,3.94,3.55,N/A,0.94
csk-wtcat_apo_seed-1810084_sample-4_model,csk-wtcat_apo/seed-1810084_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.9,74.82,14.94,,,6.34,13.91,2.78,,,,,3.42,8.09,7.33,9.93,3.8,8.22,4.96,3.29,3.48,3.53,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-0_model,csk-wtcat_apo/seed-1819584_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.59,75.67,14.36,,,6.37,13.73,2.67,,,,,3.36,8.04,7.3,9.77,3.73,8.07,4.57,3.12,3.55,3.52,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-1_model,csk-wtcat_apo/seed-1819584_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.74,73.5,14.3,,,6.38,13.72,2.8,,,,,3.52,8.14,7.36,9.77,4.05,8.06,5.05,3.4,3.65,3.5,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-2_model,csk-wtcat_apo/seed-1819584_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.05,73.2,14.08,,,6.42,13.79,2.77,,,,,3.44,8.11,7.36,9.8,3.69,8.06,5.07,3.32,3.63,3.53,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-3_model,csk-wtcat_apo/seed-1819584_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.33,72.01,14.85,,,6.38,13.82,2.84,,,,,3.43,8.09,7.35,9.83,4.1,8.15,4.94,3.3,3.47,3.51,N/A,0.93
csk-wtcat_apo_seed-1819584_sample-4_model,csk-wtcat_apo/seed-1819584_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.29,74.44,13.72,,,6.4,13.47,2.76,,,,,3.47,8.14,7.34,9.76,3.73,8.05,5.06,3.28,4.09,3.54,N/A,0.93
csk-wtcat_apo_seed-185542_sample-0_model,csk-wtcat_apo/seed-185542_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.96,72.55,13.48,,,6.42,13.45,2.79,,,,,3.47,8.09,7.37,9.8,3.69,8.05,4.7,3.28,3.6,3.53,N/A,0.93
csk-wtcat_apo_seed-185542_sample-1_model,csk-wtcat_apo/seed-185542_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.07,76.67,14.51,,,6.37,13.7,2.74,,,,,3.45,8.09,7.32,9.79,3.69,8.12,4.6,3.27,3.61,3.52,N/A,0.94
csk-wtcat_apo_seed-185542_sample-2_model,csk-wtcat_apo/seed-185542_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.09,75.2,14.09,,,6.44,13.57,2.69,,,,,3.44,8.08,7.32,9.8,3.75,8.08,4.59,3.25,4.82,3.54,N/A,0.94
csk-wtcat_apo_seed-185542_sample-3_model,csk-wtcat_apo/seed-185542_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.62,71.49,15.01,,,6.39,14.33,3.33,,,,,3.48,8.1,7.32,9.89,4.13,8.02,4.93,3.41,3.6,3.52,N/A,0.93
csk-wtcat_apo_seed-185542_sample-4_model,csk-wtcat_apo/seed-185542_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.8,74.64,14.25,,,6.44,13.49,2.77,,,,,3.44,8.06,7.3,9.8,3.77,8.06,4.55,3.23,3.7,3.54,N/A,0.93
csk-wtcat_apo_seed-1871819_sample-0_model,csk-wtcat_apo/seed-1871819_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.87,75.85,14.04,,,6.35,13.6,2.71,,,,,3.47,8.12,7.36,9.76,3.67,7.96,5.04,3.37,3.62,3.5,N/A,0.93
csk-wtcat_apo_seed-1871819_sample-1_model,csk-wtcat_apo/seed-1871819_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.44,73.54,13.96,,,6.43,13.61,2.73,,,,,3.47,8.07,7.34,9.8,3.71,8.08,4.62,3.25,3.71,3.53,N/A,0.93
csk-wtcat_apo_seed-1871819_sample-2_model,csk-wtcat_apo/seed-1871819_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.24,73.08,14.25,,,6.44,13.72,2.71,,,,,3.45,8.04,7.28,9.81,3.79,8.05,4.45,3.19,4.3,3.53,N/A,0.93
csk-wtcat_apo_seed-1871819_sample-3_model,csk-wtcat_apo/seed-1871819_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.04,75.17,14.6,,,6.36,13.73,2.73,,,,,3.47,8.04,7.33,9.78,3.7,8.09,4.63,3.25,4.09,3.5,N/A,0.94
csk-wtcat_apo_seed-1871819_sample-4_model,csk-wtcat_apo/seed-1871819_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.31,69.71,14.43,,,6.39,13.72,2.76,,,,,3.48,8.13,7.35,9.78,3.7,8.07,5.01,3.44,4.03,3.52,N/A,0.94
csk-wtcat_apo_seed-1911650_sample-0_model,csk-wtcat_apo/seed-1911650_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.39,72.33,14.59,,,6.5,13.82,2.77,,,,,3.41,8.06,7.34,9.83,4.08,8.06,4.6,3.25,4.11,3.54,N/A,0.93
csk-wtcat_apo_seed-1911650_sample-1_model,csk-wtcat_apo/seed-1911650_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.56,71.78,15.07,,,6.44,13.9,2.88,,,,,3.46,8.05,7.33,9.79,4.06,8.14,4.62,3.27,3.6,3.52,N/A,0.94
csk-wtcat_apo_seed-1911650_sample-2_model,csk-wtcat_apo/seed-1911650_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.31,73.96,14.43,,,6.41,13.68,2.8,,,,,3.43,8.13,7.35,9.86,3.69,8.11,4.99,3.31,5.28,3.53,N/A,0.93
csk-wtcat_apo_seed-1911650_sample-3_model,csk-wtcat_apo/seed-1911650_sample-3,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.84,72.69,13.77,,,6.42,13.53,2.77,,,,,3.47,8.14,7.37,9.83,3.7,8.13,5.07,3.31,4.06,3.54,N/A,0.93
csk-wtcat_apo_seed-1911650_sample-4_model,csk-wtcat_apo/seed-1911650_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.59,75.92,14.07,,,6.41,13.49,2.78,,,,,3.46,8.11,7.37,9.77,3.75,8.07,4.66,3.22,3.54,3.54,N/A,0.93
csk-wtcat_apo_seed-1927465_sample-0_model,csk-wtcat_apo/seed-1927465_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.86,73.51,13.64,,,6.43,13.53,2.72,,,,,3.43,8.05,7.34,9.77,3.78,8.1,4.54,3.22,3.53,3.52,N/A,0.93
csk-wtcat_apo_seed-1927465_sample-1_model,csk-wtcat_apo/seed-1927465_sample-1,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.12,74.26,13.6,,,6.4,13.66,2.75,,,,,3.47,8.11,7.32,9.79,3.67,8.01,4.62,3.2,3.59,3.55,N/A,0.93
csk-wtcat_apo_seed-1927465_sample-2_model,csk-wtcat_apo/seed-1927465_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.86,71.59,14.56,,,6.42,13.85,2.85,,,,,3.45,8.09,7.3,9.78,4.1,8.05,4.61,3.3,5.59,3.54,N/A,0.93
csk-wtcat_apo_seed-1927465_sample-3_model,csk-wtcat_apo/seed-1927465_sample-3,model.cif,A,CSK-WT,Inactive (BLBminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLBminus,NTout,CTin,55.96,66.53,14.71,,,6.11,13.66,3.08,,,,,3.46,8.08,7.37,10.0,3.67,9.83,4.64,3.25,4.12,3.51,N/A,0.92
csk-wtcat_apo_seed-1927465_sample-4_model,csk-wtcat_apo/seed-1927465_sample-4,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.52,68.8,14.22,,,6.38,13.69,2.72,,,,,3.44,8.05,7.3,9.78,3.74,8.07,4.52,3.24,3.66,3.53,N/A,0.93
csk-wtcat_apo_seed-1987653_sample-0_model,csk-wtcat_apo/seed-1987653_sample-0,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.54,75.1,14.16,,,6.41,13.72,2.8,,,,,3.49,8.09,7.32,9.83,3.69,8.04,4.63,3.22,3.46,3.56,N/A,0.93
csk-wtcat_apo_seed-1987653_sample-1_model,csk-wtcat_apo/seed-1987653_sample-1,model.cif,A,CSK-WT,Inactive (BLBminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLBminus,NTout,CTin,60.85,74.98,15.03,,,5.63,14.8,3.55,,,,,3.48,7.99,7.29,9.93,4.21,8.12,4.48,3.33,3.89,3.52,N/A,0.92
csk-wtcat_apo_seed-1987653_sample-2_model,csk-wtcat_apo/seed-1987653_sample-2,model.cif,A,CSK-WT,Active (BLAminus),Unpaired,,,,,,,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.92,73.65,14.69,,,6.36,14.05,2.84,,,,,3.47,8.06,7.35,9.81,4.1,8.03,4.94,3.43,3.57,3.51,N/A,0.93
